,Converted,Converted_prob,Prospect ID,Predicted,0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,final_Predicted,Lead_Score
3181,1,0.9930288551115778,7171,1,1,1,1,1,1,1,1,1,1,1,1,99
3182,0,0.3878252367713317,5143,0,1,1,1,1,0,0,0,0,0,0,1,39
3183,0,0.3878252367713317,7850,0,1,1,1,1,0,0,0,0,0,0,1,39
3184,1,0.8703439999982505,3416,1,1,1,1,1,1,1,1,1,1,0,1,87
3185,1,0.9854317266549288,8079,1,1,1,1,1,1,1,1,1,1,1,1,99
3186,1,0.9863969344108656,8622,1,1,1,1,1,1,1,1,1,1,1,1,99
3187,0,0.3878252367713317,6580,0,1,1,1,1,0,0,0,0,0,0,1,39
3188,0,0.09759856451244371,1891,0,1,0,0,0,0,0,0,0,0,0,0,10
3189,0,0.3878252367713317,2697,0,1,1,1,1,0,0,0,0,0,0,1,39
3190,0,0.15022917882512118,850,0,1,1,0,0,0,0,0,0,0,0,0,15
3191,0,0.009991424351800275,6263,0,1,0,0,0,0,0,0,0,0,0,0,1
3192,0,0.09759856451244371,4759,0,1,0,0,0,0,0,0,0,0,0,0,10
3193,0,0.009991424351800275,8707,0,1,0,0,0,0,0,0,0,0,0,0,1
3194,0,0.3878252367713317,237,0,1,1,1,1,0,0,0,0,0,0,1,39
3195,0,0.009991424351800275,8807,0,1,0,0,0,0,0,0,0,0,0,0,1
3196,0,0.09759856451244371,3094,0,1,0,0,0,0,0,0,0,0,0,0,10
3197,0,0.009991424351800275,5218,0,1,0,0,0,0,0,0,0,0,0,0,1
3198,0,0.009991424351800275,5222,0,1,0,0,0,0,0,0,0,0,0,0,1
3199,1,0.8703439999982505,3298,1,1,1,1,1,1,1,1,1,1,0,1,87
3200,1,0.8703439999982505,7688,1,1,1,1,1,1,1,1,1,1,0,1,87
3201,0,0.009991424351800275,2349,0,1,0,0,0,0,0,0,0,0,0,0,1
3202,0,0.3878252367713317,6717,0,1,1,1,1,0,0,0,0,0,0,1,39
3203,1,0.8703439999982505,7546,1,1,1,1,1,1,1,1,1,1,0,1,87
3204,1,0.9930288551115778,8648,1,1,1,1,1,1,1,1,1,1,1,1,99
3205,0,0.3878252367713317,1705,0,1,1,1,1,0,0,0,0,0,0,1,39
3206,1,0.8703439999982505,8286,1,1,1,1,1,1,1,1,1,1,0,1,87
3207,0,0.009991424351800275,1434,0,1,0,0,0,0,0,0,0,0,0,0,1
3208,0,0.09660584438900392,8066,0,1,0,0,0,0,0,0,0,0,0,0,10
3209,1,0.9930288551115778,2560,1,1,1,1,1,1,1,1,1,1,1,1,99
3210,0,0.002289960495272786,4448,0,1,0,0,0,0,0,0,0,0,0,0,0
3211,0,0.009991424351800275,4658,0,1,0,0,0,0,0,0,0,0,0,0,1
3212,0,0.009991424351800275,2825,0,1,0,0,0,0,0,0,0,0,0,0,1
3213,1,0.9307658510296561,1518,1,1,1,1,1,1,1,1,1,1,1,1,93
3214,0,0.009991424351800275,8398,0,1,0,0,0,0,0,0,0,0,0,0,1
3215,1,0.9863969344108656,5116,1,1,1,1,1,1,1,1,1,1,1,1,99
3216,1,0.3878252367713317,679,0,1,1,1,1,0,0,0,0,0,0,1,39
3217,1,0.3878252367713317,2208,0,1,1,1,1,0,0,0,0,0,0,1,39
3218,0,0.009991424351800275,4077,0,1,0,0,0,0,0,0,0,0,0,0,1
3219,0,0.09759856451244371,5527,0,1,0,0,0,0,0,0,0,0,0,0,10
3220,1,0.8645687866399578,3194,1,1,1,1,1,1,1,1,1,1,0,1,86
3221,0,0.09759856451244371,5959,0,1,0,0,0,0,0,0,0,0,0,0,10
3222,1,0.8703439999982505,7472,1,1,1,1,1,1,1,1,1,1,0,1,87
3223,0,0.09759856451244371,1159,0,1,0,0,0,0,0,0,0,0,0,0,10
3224,1,0.8703439999982505,1404,1,1,1,1,1,1,1,1,1,1,0,1,87
3225,0,0.04340823617284343,2220,0,1,0,0,0,0,0,0,0,0,0,0,4
3226,0,0.3878252367713317,481,0,1,1,1,1,0,0,0,0,0,0,1,39
3227,1,0.8703439999982505,8096,1,1,1,1,1,1,1,1,1,1,0,1,87
3228,0,0.12593325825335625,1545,0,1,1,0,0,0,0,0,0,0,0,0,13
3229,0,0.3878252367713317,257,0,1,1,1,1,0,0,0,0,0,0,1,39
3230,1,0.9906531080626818,2897,1,1,1,1,1,1,1,1,1,1,1,1,99
3231,0,0.09759856451244371,7000,0,1,0,0,0,0,0,0,0,0,0,0,10
3232,0,0.009991424351800275,229,0,1,0,0,0,0,0,0,0,0,0,0,1
3233,1,0.8703439999982505,7450,1,1,1,1,1,1,1,1,1,1,0,1,87
3234,0,0.12593325825335625,8830,0,1,1,0,0,0,0,0,0,0,0,0,13
3235,0,0.007687356732933122,5876,0,1,0,0,0,0,0,0,0,0,0,0,1
3236,0,0.3878252367713317,5177,0,1,1,1,1,0,0,0,0,0,0,1,39
3237,0,0.3878252367713317,7567,0,1,1,1,1,0,0,0,0,0,0,1,39
3238,0,0.3878252367713317,4108,0,1,1,1,1,0,0,0,0,0,0,1,39
3239,1,0.9700563990863025,5659,1,1,1,1,1,1,1,1,1,1,1,1,97
3240,1,0.9930288551115778,4388,1,1,1,1,1,1,1,1,1,1,1,1,99
3241,0,0.0028083995458596306,2288,0,1,0,0,0,0,0,0,0,0,0,0,0
3242,0,0.0028083995458596306,2284,0,1,0,0,0,0,0,0,0,0,0,0,0
3243,0,0.3878252367713317,63,0,1,1,1,1,0,0,0,0,0,0,1,39
3244,0,0.02374246054782388,9237,0,1,0,0,0,0,0,0,0,0,0,0,2
3245,0,0.0028083995458596306,1977,0,1,0,0,0,0,0,0,0,0,0,0,0
3246,0,0.009991424351800275,4907,0,1,0,0,0,0,0,0,0,0,0,0,1
3247,0,0.009991424351800275,8861,0,1,0,0,0,0,0,0,0,0,0,0,1
3248,1,0.9906531080626818,1754,1,1,1,1,1,1,1,1,1,1,1,1,99
3249,0,0.0017199817328845664,8550,0,1,0,0,0,0,0,0,0,0,0,0,0
3250,0,0.3878252367713317,4251,0,1,1,1,1,0,0,0,0,0,0,1,39
3251,0,0.09660584438900392,6082,0,1,0,0,0,0,0,0,0,0,0,0,10
3252,0,0.009991424351800275,2306,0,1,0,0,0,0,0,0,0,0,0,0,1
3253,0,0.17638850716380672,2206,0,1,1,0,0,0,0,0,0,0,0,0,18
3254,1,0.9906531080626818,6739,1,1,1,1,1,1,1,1,1,1,1,1,99
3255,0,0.15022917882512118,6713,0,1,1,0,0,0,0,0,0,0,0,0,15
3256,1,0.7895428106706788,7449,1,1,1,1,1,1,1,1,1,0,0,1,79
3257,0,0.009991424351800275,3752,0,1,0,0,0,0,0,0,0,0,0,0,1
3258,0,0.8703439999982505,4986,1,1,1,1,1,1,1,1,1,1,0,1,87
3259,1,0.9854317266549288,3268,1,1,1,1,1,1,1,1,1,1,1,1,99
3260,0,0.3878252367713317,463,0,1,1,1,1,0,0,0,0,0,0,1,39
3261,1,0.8703439999982505,7664,1,1,1,1,1,1,1,1,1,1,0,1,87
3262,0,0.3878252367713317,3849,0,1,1,1,1,0,0,0,0,0,0,1,39
3263,0,0.3878252367713317,2975,0,1,1,1,1,0,0,0,0,0,0,1,39
3264,0,0.009991424351800275,1726,0,1,0,0,0,0,0,0,0,0,0,0,1
3265,1,0.999303823031643,2687,1,1,1,1,1,1,1,1,1,1,1,1,100
3266,0,0.8703439999982505,5515,1,1,1,1,1,1,1,1,1,1,0,1,87
3267,1,0.26852067693466924,1546,0,1,1,1,0,0,0,0,0,0,0,0,27
3268,0,0.7535380397739619,4042,1,1,1,1,1,1,1,1,1,0,0,1,75
3269,1,0.9307658510296561,3786,1,1,1,1,1,1,1,1,1,1,1,1,93
3270,1,0.8703439999982505,5945,1,1,1,1,1,1,1,1,1,1,0,1,87
3271,1,0.9307658510296561,7929,1,1,1,1,1,1,1,1,1,1,1,1,93
3272,1,0.8703439999982505,4920,1,1,1,1,1,1,1,1,1,1,0,1,87
3273,0,0.009991424351800275,3318,0,1,0,0,0,0,0,0,0,0,0,0,1
3274,1,0.9679307421920056,6501,1,1,1,1,1,1,1,1,1,1,1,1,97
3275,1,0.26852067693466924,2819,0,1,1,1,0,0,0,0,0,0,0,0,27
3276,0,0.12593325825335625,6917,0,1,1,0,0,0,0,0,0,0,0,0,13
3277,0,0.09759856451244371,8651,0,1,0,0,0,0,0,0,0,0,0,0,10
3278,1,0.3878252367713317,7064,0,1,1,1,1,0,0,0,0,0,0,1,39
3279,0,0.3878252367713317,7390,0,1,1,1,1,0,0,0,0,0,0,1,39
3280,1,0.999303823031643,5785,1,1,1,1,1,1,1,1,1,1,1,1,100
3281,0,0.05897396482252474,6965,0,1,0,0,0,0,0,0,0,0,0,0,6
3282,0,0.12593325825335625,5381,0,1,1,0,0,0,0,0,0,0,0,0,13
3283,0,0.3878252367713317,537,0,1,1,1,1,0,0,0,0,0,0,1,39
3284,1,0.3878252367713317,4872,0,1,1,1,1,0,0,0,0,0,0,1,39
3285,0,0.09759856451244371,6130,0,1,0,0,0,0,0,0,0,0,0,0,10
3286,0,0.09660584438900392,8979,0,1,0,0,0,0,0,0,0,0,0,0,10
3287,0,0.3878252367713317,736,0,1,1,1,1,0,0,0,0,0,0,1,39
3288,0,0.09759856451244371,4673,0,1,0,0,0,0,0,0,0,0,0,0,10
3289,0,0.0017199817328845664,6907,0,1,0,0,0,0,0,0,0,0,0,0,0
3290,0,0.002289960495272786,127,0,1,0,0,0,0,0,0,0,0,0,0,0
3291,1,0.5921415005075397,836,1,1,1,1,1,1,1,0,0,0,0,1,59
3292,1,0.3878252367713317,4586,0,1,1,1,1,0,0,0,0,0,0,1,39
3293,0,0.0028083995458596306,450,0,1,0,0,0,0,0,0,0,0,0,0,0
3294,1,0.3878252367713317,1355,0,1,1,1,1,0,0,0,0,0,0,1,39
3295,0,0.3878252367713317,696,0,1,1,1,1,0,0,0,0,0,0,1,39
3296,0,0.09759856451244371,3260,0,1,0,0,0,0,0,0,0,0,0,0,10
3297,0,0.009991424351800275,587,0,1,0,0,0,0,0,0,0,0,0,0,1
3298,0,0.3878252367713317,279,0,1,1,1,1,0,0,0,0,0,0,1,39
3299,0,0.009991424351800275,4806,0,1,0,0,0,0,0,0,0,0,0,0,1
3300,0,0.3878252367713317,2450,0,1,1,1,1,0,0,0,0,0,0,1,39
3301,0,0.009991424351800275,6081,0,1,0,0,0,0,0,0,0,0,0,0,1
3302,0,0.3878252367713317,7609,0,1,1,1,1,0,0,0,0,0,0,1,39
3303,1,0.3878252367713317,4171,0,1,1,1,1,0,0,0,0,0,0,1,39
3304,1,0.8703439999982505,3781,1,1,1,1,1,1,1,1,1,1,0,1,87
3305,0,0.09660584438900392,8241,0,1,0,0,0,0,0,0,0,0,0,0,10
3306,0,0.09660584438900392,7092,0,1,0,0,0,0,0,0,0,0,0,0,10
3307,0,0.3878252367713317,8784,0,1,1,1,1,0,0,0,0,0,0,1,39
3308,0,0.09660584438900392,7713,0,1,0,0,0,0,0,0,0,0,0,0,10
3309,1,0.8703439999982505,9003,1,1,1,1,1,1,1,1,1,1,0,1,87
3310,1,0.9307658510296561,1883,1,1,1,1,1,1,1,1,1,1,1,1,93
3311,1,0.3878252367713317,1045,0,1,1,1,1,0,0,0,0,0,0,1,39
3312,0,0.09660584438900392,5920,0,1,0,0,0,0,0,0,0,0,0,0,10
3313,0,0.0028083995458596306,6029,0,1,0,0,0,0,0,0,0,0,0,0,0
3314,1,0.8703439999982505,4333,1,1,1,1,1,1,1,1,1,1,0,1,87
3315,0,0.3878252367713317,6923,0,1,1,1,1,0,0,0,0,0,0,1,39
3316,1,0.9863969344108656,8906,1,1,1,1,1,1,1,1,1,1,1,1,99
3317,1,0.8703439999982505,1586,1,1,1,1,1,1,1,1,1,1,0,1,87
3318,0,0.3878252367713317,2148,0,1,1,1,1,0,0,0,0,0,0,1,39
3319,0,0.009991424351800275,6607,0,1,0,0,0,0,0,0,0,0,0,0,1
3320,0,0.009991424351800275,5031,0,1,0,0,0,0,0,0,0,0,0,0,1
3321,1,0.3878252367713317,1051,0,1,1,1,1,0,0,0,0,0,0,1,39
3322,0,0.3878252367713317,2555,0,1,1,1,1,0,0,0,0,0,0,1,39
3323,1,0.8703439999982505,5968,1,1,1,1,1,1,1,1,1,1,0,1,87
3324,0,0.3878252367713317,4136,0,1,1,1,1,0,0,0,0,0,0,1,39
3325,1,0.8703439999982505,4799,1,1,1,1,1,1,1,1,1,1,0,1,87
3326,0,0.009991424351800275,9139,0,1,0,0,0,0,0,0,0,0,0,0,1
3327,0,0.009991424351800275,4594,0,1,0,0,0,0,0,0,0,0,0,0,1
3328,0,0.3878252367713317,4562,0,1,1,1,1,0,0,0,0,0,0,1,39
3329,1,0.8703439999982505,4625,1,1,1,1,1,1,1,1,1,1,0,1,87
3330,0,0.0017199817328845664,1658,0,1,0,0,0,0,0,0,0,0,0,0,0
3331,1,0.999064553342821,4568,1,1,1,1,1,1,1,1,1,1,1,1,100
3332,0,0.04340823617284343,7402,0,1,0,0,0,0,0,0,0,0,0,0,4
3333,1,0.15022917882512118,1148,0,1,1,0,0,0,0,0,0,0,0,0,15
3334,0,0.3878252367713317,2280,0,1,1,1,1,0,0,0,0,0,0,1,39
3335,0,0.3878252367713317,8317,0,1,1,1,1,0,0,0,0,0,0,1,39
3336,1,0.999064553342821,137,1,1,1,1,1,1,1,1,1,1,1,1,100
3337,0,0.3878252367713317,4579,0,1,1,1,1,0,0,0,0,0,0,1,39
3338,0,0.009991424351800275,2340,0,1,0,0,0,0,0,0,0,0,0,0,1
3339,0,0.0028083995458596306,166,0,1,0,0,0,0,0,0,0,0,0,0,0
3340,1,0.8703439999982505,1213,1,1,1,1,1,1,1,1,1,1,0,1,87
3341,0,0.3878252367713317,5083,0,1,1,1,1,0,0,0,0,0,0,1,39
3342,0,0.002289960495272786,6401,0,1,0,0,0,0,0,0,0,0,0,0,0
3343,0,0.3878252367713317,7839,0,1,1,1,1,0,0,0,0,0,0,1,39
3344,0,0.009991424351800275,4243,0,1,0,0,0,0,0,0,0,0,0,0,1
3345,0,0.3878252367713317,1125,0,1,1,1,1,0,0,0,0,0,0,1,39
3346,0,0.024006334408554035,6286,0,1,0,0,0,0,0,0,0,0,0,0,2
3347,0,0.0028083995458596306,1854,0,1,0,0,0,0,0,0,0,0,0,0,0
3348,1,0.8703439999982505,9096,1,1,1,1,1,1,1,1,1,1,0,1,87
3349,0,0.002289960495272786,3656,0,1,0,0,0,0,0,0,0,0,0,0,0
3350,0,0.009991424351800275,1438,0,1,0,0,0,0,0,0,0,0,0,0,1
3351,1,0.9930288551115778,5502,1,1,1,1,1,1,1,1,1,1,1,1,99
3352,0,0.3878252367713317,6357,0,1,1,1,1,0,0,0,0,0,0,1,39
3353,0,0.009991424351800275,4220,0,1,0,0,0,0,0,0,0,0,0,0,1
3354,0,0.3878252367713317,5104,0,1,1,1,1,0,0,0,0,0,0,1,39
3355,0,0.09759856451244371,6132,0,1,0,0,0,0,0,0,0,0,0,0,10
3356,0,0.09759856451244371,8875,0,1,0,0,0,0,0,0,0,0,0,0,10
3357,0,0.3878252367713317,2811,0,1,1,1,1,0,0,0,0,0,0,1,39
3358,0,0.009991424351800275,7485,0,1,0,0,0,0,0,0,0,0,0,0,1
3359,0,0.0017199817328845664,5594,0,1,0,0,0,0,0,0,0,0,0,0,0
3360,0,0.009991424351800275,197,0,1,0,0,0,0,0,0,0,0,0,0,1
3361,0,0.09759856451244371,641,0,1,0,0,0,0,0,0,0,0,0,0,10
3362,1,0.8703439999982505,8915,1,1,1,1,1,1,1,1,1,1,0,1,87
3363,0,0.0017199817328845664,8898,0,1,0,0,0,0,0,0,0,0,0,0,0
3364,0,0.3878252367713317,5454,0,1,1,1,1,0,0,0,0,0,0,1,39
3365,0,0.04340823617284343,6164,0,1,0,0,0,0,0,0,0,0,0,0,4
3366,1,0.009991424351800275,2150,0,1,0,0,0,0,0,0,0,0,0,0,1
3367,0,0.12593325825335625,1975,0,1,1,0,0,0,0,0,0,0,0,0,13
3368,0,0.12593325825335625,8520,0,1,1,0,0,0,0,0,0,0,0,0,13
3369,0,0.3878252367713317,2503,0,1,1,1,1,0,0,0,0,0,0,1,39
3370,1,0.8703439999982505,4927,1,1,1,1,1,1,1,1,1,1,0,1,87
3371,1,0.15022917882512118,1369,0,1,1,0,0,0,0,0,0,0,0,0,15
3372,1,0.12593325825335625,5432,0,1,1,0,0,0,0,0,0,0,0,0,13
3373,1,0.3878252367713317,7391,0,1,1,1,1,0,0,0,0,0,0,1,39
3374,0,0.009991424351800275,6821,0,1,0,0,0,0,0,0,0,0,0,0,1
3375,1,0.8703439999982505,5376,1,1,1,1,1,1,1,1,1,1,0,1,87
3376,0,0.009991424351800275,3199,0,1,0,0,0,0,0,0,0,0,0,0,1
3377,1,0.795487445021953,4305,1,1,1,1,1,1,1,1,1,0,0,1,80
3378,0,0.09660584438900392,6727,0,1,0,0,0,0,0,0,0,0,0,0,10
3379,0,0.3878252367713317,8341,0,1,1,1,1,0,0,0,0,0,0,1,39
3380,1,0.9307658510296561,505,1,1,1,1,1,1,1,1,1,1,1,1,93
3381,0,0.09759856451244371,147,0,1,0,0,0,0,0,0,0,0,0,0,10
3382,0,0.009991424351800275,8613,0,1,0,0,0,0,0,0,0,0,0,0,1
3383,0,0.009991424351800275,8606,0,1,0,0,0,0,0,0,0,0,0,0,1
3384,0,0.3878252367713317,5782,0,1,1,1,1,0,0,0,0,0,0,1,39
3385,1,0.8703439999982505,3814,1,1,1,1,1,1,1,1,1,1,0,1,87
3386,1,0.9906531080626818,1223,1,1,1,1,1,1,1,1,1,1,1,1,99
3387,1,0.9930288551115778,1424,1,1,1,1,1,1,1,1,1,1,1,1,99
3388,0,0.009991424351800275,6545,0,1,0,0,0,0,0,0,0,0,0,0,1
3389,0,0.007687356732933122,7198,0,1,0,0,0,0,0,0,0,0,0,0,1
3390,0,0.8703439999982505,7069,1,1,1,1,1,1,1,1,1,1,0,1,87
3391,1,0.9307658510296561,8790,1,1,1,1,1,1,1,1,1,1,1,1,93
3392,1,0.9863969344108656,216,1,1,1,1,1,1,1,1,1,1,1,1,99
3393,0,0.009991424351800275,3394,0,1,0,0,0,0,0,0,0,0,0,0,1
3394,0,0.3878252367713317,3131,0,1,1,1,1,0,0,0,0,0,0,1,39
3395,0,0.09759856451244371,8653,0,1,0,0,0,0,0,0,0,0,0,0,10
3396,0,0.009991424351800275,2821,0,1,0,0,0,0,0,0,0,0,0,0,1
3397,1,0.5921415005075397,7885,1,1,1,1,1,1,1,0,0,0,0,1,59
3398,1,0.9854317266549288,2163,1,1,1,1,1,1,1,1,1,1,1,1,99
3399,0,0.0017199817328845664,7560,0,1,0,0,0,0,0,0,0,0,0,0,0
3400,0,0.0017199817328845664,6254,0,1,0,0,0,0,0,0,0,0,0,0,0
3401,0,0.0028083995458596306,7801,0,1,0,0,0,0,0,0,0,0,0,0,0
3402,0,0.17638850716380672,1478,0,1,1,0,0,0,0,0,0,0,0,0,18
3403,0,0.09759856451244371,3336,0,1,0,0,0,0,0,0,0,0,0,0,10
3404,0,0.12593325825335625,4060,0,1,1,0,0,0,0,0,0,0,0,0,13
3405,1,0.3878252367713317,1678,0,1,1,1,1,0,0,0,0,0,0,1,39
3406,1,0.9854317266549288,2443,1,1,1,1,1,1,1,1,1,1,1,1,99
3407,0,0.009991424351800275,733,0,1,0,0,0,0,0,0,0,0,0,0,1
3408,0,0.3878252367713317,5971,0,1,1,1,1,0,0,0,0,0,0,1,39
3409,0,0.009991424351800275,8833,0,1,0,0,0,0,0,0,0,0,0,0,1
3410,0,0.04340823617284343,4368,0,1,0,0,0,0,0,0,0,0,0,0,4
3411,1,0.09660584438900392,5032,0,1,0,0,0,0,0,0,0,0,0,0,10
3412,0,0.002289960495272786,2815,0,1,0,0,0,0,0,0,0,0,0,0,0
3413,0,0.009991424351800275,2398,0,1,0,0,0,0,0,0,0,0,0,0,1
3414,0,0.009991424351800275,602,0,1,0,0,0,0,0,0,0,0,0,0,1
3415,0,0.009991424351800275,9077,0,1,0,0,0,0,0,0,0,0,0,0,1
3416,0,0.3878252367713317,4904,0,1,1,1,1,0,0,0,0,0,0,1,39
3417,1,0.3878252367713317,1343,0,1,1,1,1,0,0,0,0,0,0,1,39
3418,1,0.9307658510296561,533,1,1,1,1,1,1,1,1,1,1,1,1,93
3419,0,0.007687356732933122,9009,0,1,0,0,0,0,0,0,0,0,0,0,1
3420,0,0.0028083995458596306,3470,0,1,0,0,0,0,0,0,0,0,0,0,0
3421,1,0.8703439999982505,6980,1,1,1,1,1,1,1,1,1,1,0,1,87
3422,0,0.3878252367713317,6354,0,1,1,1,1,0,0,0,0,0,0,1,39
3423,1,0.3878252367713317,1894,0,1,1,1,1,0,0,0,0,0,0,1,39
3424,1,0.8645687866399578,2486,1,1,1,1,1,1,1,1,1,1,0,1,86
3425,1,0.9863969344108656,9066,1,1,1,1,1,1,1,1,1,1,1,1,99
3426,1,0.9926723334768831,1561,1,1,1,1,1,1,1,1,1,1,1,1,99
3427,0,0.8703439999982505,5503,1,1,1,1,1,1,1,1,1,1,0,1,87
3428,0,0.09660584438900392,4289,0,1,0,0,0,0,0,0,0,0,0,0,10
3429,0,0.0017199817328845664,955,0,1,0,0,0,0,0,0,0,0,0,0,0
3430,1,0.9307658510296561,494,1,1,1,1,1,1,1,1,1,1,1,1,93
3431,0,0.009991424351800275,8705,0,1,0,0,0,0,0,0,0,0,0,0,1
3432,0,0.3878252367713317,3393,0,1,1,1,1,0,0,0,0,0,0,1,39
3433,1,0.09660584438900392,7057,0,1,0,0,0,0,0,0,0,0,0,0,10
3434,1,0.3878252367713317,1030,0,1,1,1,1,0,0,0,0,0,0,1,39
3435,1,0.8645687866399578,1354,1,1,1,1,1,1,1,1,1,1,0,1,86
3436,0,0.12593325825335625,3091,0,1,1,0,0,0,0,0,0,0,0,0,13
3437,1,0.8703439999982505,2286,1,1,1,1,1,1,1,1,1,1,0,1,87
3438,0,0.12593325825335625,885,0,1,1,0,0,0,0,0,0,0,0,0,13
3439,0,0.09660584438900392,9025,0,1,0,0,0,0,0,0,0,0,0,0,10
3440,1,0.8703439999982505,2952,1,1,1,1,1,1,1,1,1,1,0,1,87
3441,1,0.009991424351800275,2923,0,1,0,0,0,0,0,0,0,0,0,0,1
3442,1,0.3878252367713317,26,0,1,1,1,1,0,0,0,0,0,0,1,39
3443,0,0.009991424351800275,4299,0,1,0,0,0,0,0,0,0,0,0,0,1
3444,0,0.3878252367713317,3941,0,1,1,1,1,0,0,0,0,0,0,1,39
3445,1,0.9854317266549288,4680,1,1,1,1,1,1,1,1,1,1,1,1,99
3446,0,0.09759856451244371,4513,0,1,0,0,0,0,0,0,0,0,0,0,10
3447,1,0.3878252367713317,975,0,1,1,1,1,0,0,0,0,0,0,1,39
3448,1,0.9980487956667236,8173,1,1,1,1,1,1,1,1,1,1,1,1,100
3449,0,0.3878252367713317,7990,0,1,1,1,1,0,0,0,0,0,0,1,39
3450,0,0.3878252367713317,1182,0,1,1,1,1,0,0,0,0,0,0,1,39
3451,0,0.009991424351800275,4273,0,1,0,0,0,0,0,0,0,0,0,0,1
3452,0,0.15022917882512118,6264,0,1,1,0,0,0,0,0,0,0,0,0,15
3453,0,0.002289960495272786,7058,0,1,0,0,0,0,0,0,0,0,0,0,0
3454,0,0.009991424351800275,7255,0,1,0,0,0,0,0,0,0,0,0,0,1
3455,0,0.009991424351800275,1336,0,1,0,0,0,0,0,0,0,0,0,0,1
3456,0,0.09759856451244371,5851,0,1,0,0,0,0,0,0,0,0,0,0,10
3457,0,0.3878252367713317,2615,0,1,1,1,1,0,0,0,0,0,0,1,39
3458,1,0.8703439999982505,6381,1,1,1,1,1,1,1,1,1,1,0,1,87
3459,0,0.09759856451244371,1240,0,1,0,0,0,0,0,0,0,0,0,0,10
3460,0,0.3878252367713317,5355,0,1,1,1,1,0,0,0,0,0,0,1,39
3461,1,0.3878252367713317,1027,0,1,1,1,1,0,0,0,0,0,0,1,39
3462,1,0.9930288551115778,5548,1,1,1,1,1,1,1,1,1,1,1,1,99
3463,0,0.3878252367713317,7026,0,1,1,1,1,0,0,0,0,0,0,1,39
3464,0,0.009991424351800275,1410,0,1,0,0,0,0,0,0,0,0,0,0,1
3465,1,0.8703439999982505,3515,1,1,1,1,1,1,1,1,1,1,0,1,87
3466,0,0.009991424351800275,6779,0,1,0,0,0,0,0,0,0,0,0,0,1
3467,1,0.999303823031643,4791,1,1,1,1,1,1,1,1,1,1,1,1,100
3468,0,0.3878252367713317,3008,0,1,1,1,1,0,0,0,0,0,0,1,39
3469,0,0.009991424351800275,4311,0,1,0,0,0,0,0,0,0,0,0,0,1
3470,1,0.324698808119035,1396,0,1,1,1,1,0,0,0,0,0,0,0,32
3471,0,0.009991424351800275,5829,0,1,0,0,0,0,0,0,0,0,0,0,1
3472,0,0.009991424351800275,4439,0,1,0,0,0,0,0,0,0,0,0,0,1
3473,0,0.3878252367713317,9124,0,1,1,1,1,0,0,0,0,0,0,1,39
3474,1,0.3878252367713317,3922,0,1,1,1,1,0,0,0,0,0,0,1,39
3475,0,0.09660584438900392,4705,0,1,0,0,0,0,0,0,0,0,0,0,10
3476,1,0.9307658510296561,9205,1,1,1,1,1,1,1,1,1,1,1,1,93
3477,1,0.3878252367713317,320,0,1,1,1,1,0,0,0,0,0,0,1,39
3478,0,0.3878252367713317,1810,0,1,1,1,1,0,0,0,0,0,0,1,39
3479,0,0.0017199817328845664,402,0,1,0,0,0,0,0,0,0,0,0,0,0
3480,0,0.009991424351800275,7555,0,1,0,0,0,0,0,0,0,0,0,0,1
3481,0,0.009991424351800275,2276,0,1,0,0,0,0,0,0,0,0,0,0,1
3482,0,0.0017199817328845664,9000,0,1,0,0,0,0,0,0,0,0,0,0,0
3483,1,0.3878252367713317,6979,0,1,1,1,1,0,0,0,0,0,0,1,39
3484,1,0.9969422777188631,8778,1,1,1,1,1,1,1,1,1,1,1,1,100
3485,0,0.007687356732933122,6623,0,1,0,0,0,0,0,0,0,0,0,0,1
3486,0,0.3878252367713317,5658,0,1,1,1,1,0,0,0,0,0,0,1,39
3487,1,0.9930288551115778,8928,1,1,1,1,1,1,1,1,1,1,1,1,99
3488,0,0.09759856451244371,6802,0,1,0,0,0,0,0,0,0,0,0,0,10
3489,0,0.0028083995458596306,893,0,1,0,0,0,0,0,0,0,0,0,0,0
3490,1,0.9930288551115778,4934,1,1,1,1,1,1,1,1,1,1,1,1,99
3491,0,0.09660584438900392,7637,0,1,0,0,0,0,0,0,0,0,0,0,10
3492,0,0.3878252367713317,3819,0,1,1,1,1,0,0,0,0,0,0,1,39
3493,1,0.3878252367713317,2026,0,1,1,1,1,0,0,0,0,0,0,1,39
3494,0,0.09660584438900392,6547,0,1,0,0,0,0,0,0,0,0,0,0,10
3495,1,0.8703439999982505,3399,1,1,1,1,1,1,1,1,1,1,0,1,87
3496,0,0.009991424351800275,23,0,1,0,0,0,0,0,0,0,0,0,0,1
3497,0,0.12593325825335625,6894,0,1,1,0,0,0,0,0,0,0,0,0,13
3498,0,0.009991424351800275,5848,0,1,0,0,0,0,0,0,0,0,0,0,1
3499,0,0.0028083995458596306,1198,0,1,0,0,0,0,0,0,0,0,0,0,0
3500,1,0.9997416129167156,2984,1,1,1,1,1,1,1,1,1,1,1,1,100
3501,1,0.9307658510296561,1737,1,1,1,1,1,1,1,1,1,1,1,1,93
3502,0,0.3878252367713317,376,0,1,1,1,1,0,0,0,0,0,0,1,39
3503,0,0.09759856451244371,3155,0,1,0,0,0,0,0,0,0,0,0,0,10
3504,0,0.3878252367713317,9136,0,1,1,1,1,0,0,0,0,0,0,1,39
